comment;len;rate
hôm trước mình đặt vài ngày 6 7 thấy có quà khuyến mãi lúc nhận hàng hụt hẫng vì không thấy có quà gì 😒;24;3
máy này xay lần đầu với đá nhỏ đã mẻ lưỡi rồi cái này xay trái cây rồi cho đá vào uống chứ xay kiểu này không biết mua lưỡi ở đâu mà thay;34;3
máy chạy không ổn định xoay 4 5 giây lại dừng mình có lên mạng tìm hiểu nhưng không ai bị tình trạng như mình cả nhờ tiki hoặc chăm sóc khách hàng liên hệ bảo hành giúp mình;34;3
máy mình mua xài được vài tháng thì nắp không đóng khích được nên xoay bị chảy nước bảo hành như thế nào vậy shop;23;3
mình nhận được hàng nhưng sạc điện dùng nhanh hết hay không vào như nào ý chưa xay được hết 1 lần đã hết điện trong khi mình sạc cả ngày;31;3
máy xay của mình xay chỉ tầm được vài giây là dừng và phải bấm rất nhiều lần không biết có phải là lỗi không;25;3
máy lần đầu chạy ok lần 2 lắn đúng khớp bấm 2 lần nút on nhưng đèn trắng nhấp nháy và máy không hoạt động bạn giải đáp giúp mình nhé mình cảm ơn;34;3
mình xay được lần đầu lần 2 vừa bật máy lên xay chưa gì đã tắt như vậy có phải máy lỗi không mình muốn đổi hàng mong nhận được phản hồi từ tiki;34;3
sản phẩm đẹp nhưng buồn vì chốt đơn ngày 6 7 nhưng lại không thấy quà tặng cho đơn ngày 6 7 như quảng cáo;23;3
hôm nay tiki giao hàng mong đợi biết bao nhiêu mở ra vẫn là không có đầu sạc chỉ có mỗi dây sạc thôi em trả hàng rồi bình thường bộ của nó là có hay không;37;3
máy sạc trong bao lâu thì được vậy ạ em sạc từ chiều mà mãi vẫn thấy đèn đỏ là sao ta;22;3
giao hàng nhanh tuy nhiên máy rất khó dùng nút ấn thì sâu khó ấn ấn hoài máy mới chịu khởi động khó dùng hơi thất vọng;27;3
mình xay lần đầu thì ok máy chạy mượt nhưng đến lần 2 thì máy chạy được 3s rồi dừng lại bị lỗi gì vậy tiki mình muốn bảo hành thì làm thế nào nhỉ;35;3
sản phẩm dùng ổn tuy nhiên giao hàng không đúng hẹn không thấy đơn vị giao hàng thông báo về sự chậm trễ;23;3
mình mới nhận may đưa dây sạc không có đưa cóc sạc sao sạc đây shop;16;3
cho mình hỏi kho nào biết được máy sạc đủ pin ạ trong quá trình sạc thấy đèn màu đỏ;20;3
nút on off của cốc ấn mấy lần mới chạy không biết do máy có vấn đền hay nút có vấn đề vậy shop mình đã ấn và giữ 1 lúc;30;3
mới mua về dùng được 3 lần và sao đó máy không hoạt động hic hic;16;3
mây xay yếu lắm mình xay dưa lưới còn không được dù đã cắt nhỏ;15;3
sao mình xay không nhuyễn được vậy mình xay mít với sữa tươi ra lợn cợn như xay cà rốt lực xay yếu;23;3
mình mua về dùng được 1 lần lần 2 thì bấm liên tiếp 2 lần lưỡi không chạy mà đèn chớp sáng trắng :);24;3
sạc pin cho máy khó quá phải ấn mạnh mới vào điện thả ra là tắt luôn;17;3
mình thấy dung tích không được nhiều khó rửa không ưng lắm tiki giao hàng nhanh;16;3
giao thiếu poster mong tiki sớm giao đầy đủ thấy post đang trong tình trạng chờ xử lý;18;3
truyện thì không sao nhưng giao thiếu poster năn nỉ năm lần bảy lượt hôm nay mới giao dù truyện nhận hôm 16 😀;24;3
đúng sản phẩm giao hàng nhanh nhưng chất lượng đóng gói tệ box móp 4 góc ống đựng pos dập nát;21;3
mình đã từng nghe nhiều ý kiến về cách gói hàng của tiki và lần đầu mua cũng như lần đầu chiêm ngưỡng pha gói hàng móp hẳn cái ống poster với boxset luôn 🤡;35;3
vì nó đẹp nhưng mà giao box cho em sao không có bọc chống sốc cho box vậy ạ;19;3
tiki nên chỉnh lại cách đóng gói của mình đi ạ sách giao đến mà không có gì để bảo vệ hết không có bọc chống xốc nên mình cũng sock theo luôn 🐸 mình biết nhiều bạn không may mắn như mình là sách giao đến tay mà không hư hại gì nên mong tiki chấn chỉnh lại 👌 ngoài ra thì sách đẹp nội dung chứa đựng sự bede đánh bay ngày dài mợt mỏi 🤩;75;3
tiki không có bọc chống sốc làm sách mình về bị móp trên mép bìa + không thấy bookmark :(;19;3
truyện ổn lắm ý :) mà không hiểu sao tiki giao cho mình không có bookmarks không seal thì mình còn hiểu được chứ mất cả bookmarks là sao;29;3
ủa có biết bọc chống sốc là gì không làm ăn buôn bán mà tới bọc chóng sốc cũng không có là sao;23;3
máy quay rất rung lắc và ồn ào mình không thể liên lạc được tiki vui lòng liên lạc lại giúp mình;22;3
thời gian giao không đúng như cam kết ghi giao trong ngày mà đến hôm sau mới giao giờ vẫn còn 1 sản phầm chưa giao sản phẩm có tặng quà khuyến mãi mà đến lúc thanh toán lại báo không giao ở thành phố Hồ Chí Minh chẳng khác nào lừa khách hàng cho 3 sao vì ít ra giá tốt tiki làm ăn càng ngày càng thấy uy tín kém giá thì mỗi ngày mỗi khác loạn hết cả lên;77;3
sau hơn 25 ngày dùng sản phẩm mình có một số đánh giá thật lòng như sau : 1 giá thành rẻ hơn các loại khác nhiều 2 hương vị dưa lưới bỏ tủ lạnh uống rất ngon 3 công dụng : mình không thấy hiệu quả ngủ ngon hơn như các bạn khác nói mình thấy da có ẩm hơn một chút nhưng thật sự thì tác dụng cũng không vượt bật như mọi người comment mình cũng thấy khá lạ nên thử so sánh chai này với loại mình từng dùng thì thấy thua tận 20 lần :) mình nghĩ bạn nào thật sự muốn như mình thì mình không giới thiệu dùng ;134;3
thông tin sản phẩm đi kèm là xịt muỗi nhưng thực tế nhận hàng là khác đóng gói cẩn thận sản phẩm date xa;25;3
mình mua theo chương trình mua 1 hộp tặng 3 chai nhưng khi nhận hàng thì không có quà tặng;20;3
sản phầm dùng ok nhưng lúc thêm vào giỏ hàng thấy có tặng lốc 3 chai đặt hàng xong thì lại biến mất;22;3
sản phẩm chỉ có 10 chai chứ không như mô tả được tặng 3 chai;15;3
giao hành đóng gói tốt tuy nhiên bán hàng không có hoá đơn kèm theo và lời nhắn chúc mừng quà 8 3 tới người nhận;25;3
ta nói giao hàng lâu kinh khủng hơn 1 tháng nhận hàng thì hộp nát bét hết biết đường nói;20;3
giao hàng lâu quá nhưng thông cảm do tình hình dịch covid-19 đóng gói cẩn thận;16;3
mình mua để được tặng máy rửa mặt halio mà không thấy tiki gửi tặng gì cả;17;3
nhìn chung thì ok nhưng sao đt mới mà pin tụt quá nhanh không làm gì mà pin tụt xuống ghê quá sạt 100% sáng mở ra thì còn 97% không hiểu luôn để đt không đụng đến pin cũng tụt cứ 1 phút tụt 1% đề nghị đổi máy khác;51;3
hàng nhái nhưng shop lại báo là chính hãng chác lượng âm thanh không tốt nhái cũng không giống được cái giá rẻ nên chấp nhận vậy;27;3
sản phẩm tạm ổn nhưng mùi quá nhẹ mở lên khó nghe thấy mùi bỏ vào máy xông tinh dầu cũng vậy;22;3
nhận hàng rồi nhưng cổng kết nối caddy bay không khớp với cổng kết nối ổ đĩa quang làm sao để sử dụng tiếp đây hay phải đổi phiên bản caddy bay cổng như cổng ổ đĩa quang;38;3
cảm ơn shop giao hàng nhanh sản phẩm tốt y như quảng cáo sẽ tiếp tục ủng hộ shop;19;3
giao hàng quá nhanh chưa kịp chuẩn bị tâm thế để nhận hàng chất lượng thì đánh giá sau khi sử dụng xong;23;3
giao hàng nhanh quý cách đóng gói cẩn thận nhân viên giao hàng vui tính nhiệt tình nếu dùng tốt thấy hiệu quả lần sau sẽ ủng hộ và giới thiệu cho người thân bạn bè cùng mua;38;3
keo dính không chắc dù trước khi dán đã lau rất kĩ chỗ cần dán mà vẫn bong;18;3
vị chua của mận kết hợp với gạo lức xuân đào có mùi hơi ngai ngái hơi khó ăn;19;3
đóng gói hàng siêu tệ hộp ngoài thì nhàu cũ bị bóp méo hết chắc cửa hàng nhét ở góc nào thấy khách đặt thì lôi ra đóng;28;3
hàng mua về lắp cắm điện cái nổ cầu chì không dám thay cầu chì nữa hàng quá tệ chưa kịp sử dung;23;3
sách bị bụi bẩn mình phải dùng bông cồn lau lại bìa bị cong sách bản thân thì chất dày dặn nội dung cũng phù hợp với các bé;29;3
sách nội dung ok nhưng lưu kho lâu và bụi bẩn quá sách cho trẻ em mà không giữ vệ sinh tốt khi lưu trữ;25;3
hàng không giống hình chút nào khác hoàn toàn giống mỗi màu trắng nhưng mình vẫn cho 3 sao vì chất áo khá đẹp tuy không giống hình nhưng được cái chất kéo lại;34;3
áo không giống như hình chất vải ok đặt size M shop giao size L nên mặc không vừa;18;3
không nghe mùi nhựa nhưng chiều dài không quá dài muốn ràng lên trên đầu cũng khó dù mình để mức tối đa cạnh của dây đeo dễ bị bung;30;3
giao hàng cận date sản phẩm không thông báo về hạn sử dụng của sản phẩm;16;3
thế này thì bạn nói xem được mấy sao chất lượng túi thì ok rồi còn bộ khóa thì quá kém nên vẫn cho 3 sao ;25;3
ship tới thì bao bì đã bị rạch còn hộp bên trong thì méo mó;15;3
mình đặt ví màu xanh đen nhưng shop lại giao sang màu hồng thật sự rất thất vọng ạ;19;3
hơi nhỏ không để vừa thẻ và card cho em bé chơi không dùng được;15;3
chất lượng nhìn không như hình ảnh quảng cáo nhưng giá rẻ nên chắc chỉ được vậy nhưng vẫn kỳ vọng tốt hơn đóng gói chưa tốt khiến sản phẩm gấp cong queo;37;3
sản phẩm ngăn bụi khá tốt chất lượng ok tuy nhiên điểm trừ cho khâu đóng gói vì shop bẻ cong làm 3 để đóng gói nên khi mở ra lớp keo bị bong ra khỏi thanh mút và những đoạn bị bẻ cong khong thể định hình lại như cũ nếu shop để nguyên đóng gói thì sản phẩm sẽ tuyệt vời khi sử dụng;66;3
miếng ron làm không được đẹp lắm dán không ngay ngắn lột ra dán lại được nhưng dễ bị rách xốp và mất lớp keo;25;3
xài cũng ok tuy nhiên phần keo dán chưa chắc mới kéo cửa vài lần đã thấy bung keo;19;3
không biết tại xui hay sao mà bọc chân cửa mới có 2 3 là nó bị bung ra á phải dùng băng keo 2 mặt để dán :v;27;3
hàng như ảnh giao hàng nhanh chỉ xuất hóa đơn công ty với đơn có giá cao ;15;3
sài thời gian thôi chứ lâu dài thì mình thấy không khả thi cho lắm;15;3
cũng may nối thêm dây thì được còn dùng chia mạng thì không;18;3
tưởng có cả sợi bạc cảm ứng nhưng chỉ là vải không được cái trơn chu nhưng dùng chán lắm ngón tay trần chơi vẫn sướng hơn;27;3
ngoại trừ việc dán lên mụn cho khỏi táy máy tay chân đụng vô cái mụn thì không thấy tác dụng rõ ràng về việc miếng dán có khả năng hút mụn dán vài miếng mà vẫn y nguyên cuối cùng mình cũng phải đưa tay lên nặn mà thôi bạn nào nhiều mụn mủ thì mình miếng dán này quá nhỏ che không hết bạn nào lâu lâu có 1 2 cái thì dán cũng được chứ nhiều thì mình khuyên nên dùng thuốc đặc trị chứ miếng dán không ăn thua đâu;94;3
mình mua của tiki trading mình nghĩ những bạn có mụn viêm mụn bọc không nên xài vì khi miếng dán hết keo nó sẽ dính luôn cồi mụn chưa chín của bạn đi làm vùng da dó bị hở nốt mụn đó không xẹp đi và còn để lại thâm vì cồi mụn chưa chín keo dán cũng rất dễ rơi vì vậy mình nghĩ nếu không gặp dịp gì quan trọng cần trông thật xinh thì nên hạn chế dùng;82;3
không hề có bao bì sản phẩm là sao ạ chỉ có 2 tấm duy nhất như ảnh và một cái hộp thật to :( vì tin tưởn tiki mà không bóc ra xem trước nhưg lần này làm mình mất niềm tin quá;44;3
may nguyen tem chinh hang dung chip m1 muot ma không lag hoi that vong ve shipper de vo hop bi rach;22;4
nguyên seal cho ai cần bóc seal gói hàng kỹ cho đơn vị giao hàng nào vứt bung bung giao hàng chậm hơn so với tiến độ nhưng tiki có mail thông báo nhắn với thằng shipper là có ghi tên sẵn gọi trước khi giao do không có sẳn ở nhà vậy mà nó tới nhà mới gọi kêu ra nhận liền hẹn nó 5 phút mà thái độ lồi lõm shop liện hệ nó lấy 1 sao nhé;85;4
màn hình bị hở sáng khi reset hay cập nhật phần mềm không biết có phải bị lỗi hay k;20;4
hàng chính hãng bảo hành điện tử nhưng bộ nhớ hơi nhỏ không đủ nhu cầu cài app nên cũng bất tiện độ phân giải màn hình thấp nên coi video không mịn;33;4
giá tốt trên hiệu năng màn hình hơi rổ và máy chậm đủ lướt fb yt hằng ngày;18;4
sản phẩm phù hợp túi tiền nhu cầu cho bé học online giai đoạn dịch tất nhiên sẽ không thể mượt mà như dòng ipad nhưng với giá tiền là đủ dùng;32;4
hình thức máy đẹp bao da tốt nhưng máy khá lak và không được mượt làm mình khá thất vọng mua tặng người lớn thôi nhưng cũng hơi hụt hẫng về chất lượng tablet androi giá rẻ;37;4
trải nghiệm máy cũng lâu rồi mới vào đánh giá lâu lâu máy cũng hơi bị giật lag nhưng giá vậy cho em học online cũng ok;27;4
mình đã nhận hàng hàng gói cẩn thận nhưng không nhận được bao da khuyến mãi nhờ shop giải thích giúp a;22;4
giao hàng nhanh quá luôn hàng bọc cẩn thận màu sắc màn hình khá nét và đẹp 😘;18;4
hàng ổn dùng hơi lag ngay cả tác vụ thông thường nhưng chỉ với nhu cầu học tập google meet + xem youtube thì ok lưu ý màn hơi xấu xíu nhưng ok trong tầm giá;36;4
đã xài được chắc tầm tháng thấy hơi lag xài tác vụ bình thường thôi cũng không xài nhiều;19;4
máy chạy rất tốt đóng gói cẩn thận chỉ là giao hàng hơi chậm ạ;15;4
hạn giao hàng 26 2 thực tế đến trưa nay 3 3 mới nhận riêng máy + bao da book ok hơi buồn là cục sạc thường;23;4
máy đẹp giao đúng thời gian hàng nguyên box cấu hình máy dùng lag nhưng giá tầm trung này thì tạm chấp nhận;23;4
ngoại hình vuông vắn góc cạnh hợp đàn ông mua cho trẻ con nộp bài tập chụp bài tập và ứng dụng chat nên thấy ok;26;4
máy mỏng đẹp nhưng của mình bị vệt đốm trắng trong màn hình nên đổi trả và tiki hoàn tiền nhanh;21;4
máy mới mà lag lắm mua cho bé học online xem youtube được thôi chú dùng việc khuyên mọi người chọn con khác;23;4
chào tiki cho hỏi sao sản phầm không có tai nghe đính kèm là thiếu hay là sản phầm không đính kèm;20;4
giao hàng nhanh đặt trưa hôm qua hôm nay có hành luôn hình thức hộp như mới nguyên seal giấy bảo hành xuất kho từ tháng 8 nên cũng hơi không hài lòng còn lại đều ổn theo đánh giá mọi người thì tiki không còn làm ăn tốt như trước nhưng lần này làm mình không thất vọng mong tiki sẽ giữ được niềm tin của khách hàng và càng ngày hoàn thiện để phát triển hơn chân thành cảm ơn;82;4
đã nhận sau 1 ngày đặt hàng màu nó không hẳn là đen nhưng mình nghĩ màu này sạch hơn màu đen tai nghe này nghe edm bằng app poweramp thì bao phê tai nghe nhét rất sâu trong tai nên nghe thì hầu hết không nghe được bên ngoài nói gì tuy nhiên tai nghe cũng xịn sò mà chất liệu có vẻ chán quá dây cao su về lâu về dài không biết thế nào tai nghe mới có nút đàm thoại chứ chưa có nút tăng giảm âm lượng hộp nguyên tem rất nhiều tem 7 màu chống hàng giả;103;4
mình chọn giao hàng 2h nên bên tiki giao hàng khá nhanh về sản phẩm thì nói chung là tốt trong tầm giá bass khỏe tai nghe mới nên cảm giác âm thanh đang chưa được hay tốt nhất là nên burnin trước còn về kiểu dáng thì mình cũng chưa ưng lắm;53;4
hàng về bọc kỹ mở ra thấy dây bị xoăn cuộn không gọn gàng nghe lần đầu thấy ổn giờ thì nghe mới để ý tai nghe này cắm vô máy tính nó có tiếng zè zè chìm lúc bật nhạc nhỏ cắm vô iphone thì lúc chạm vào màn hình là lại có tiếng zè nghe như tiếng dò điện chả biết do hàng hay do bản chất dòng tai nghe nó thế extrabass thì là nói thiệc đấy cái này thì công nhận;85;4
mình mua đợt được giảm giá kèm theo balo của hãng dòng extra bass nên nghe edm rất đã tai chỉ có điều củ tai nó hơi to và thiết kế kiểu này lúc đeo sẽ hơi khó xíu nếu tai ai nhỏ sẽ bị cấn vào củ tai lúc mới mở hộp nghe sẽ khá chói ở các trường cao nhưng nếu burn khoảng 15 20 giờ nghe sẽ ấm hơn nhiều;72;4
nguyên tem nguyên hộp đầy đủ giấy bảo hành combo nút đệm tai và túi đựng ship nhanh ổn định không cần bàn dùng 9 tháng rồi có vài điều chia sẻ : lần đầu dùng tai nghe inear nhét sâu vào tai khá là không quen cách âm khá tốt không biết gọi là gì độ nhạynchất lượng truyền phát âm thanh khá ổn điện thoại của mình phát âm khá bé cắm tai nghe này chỉ cần mở tầm 30% đã là to lắm rồi còn trên laptop thì 8 10 thôi không dám bàn về chất âm này nọ đồ vì mỗi người một đôi tai thấy nghe nhạc học ngoại ngữ hay voice chat đều ổn nhưng muốn sâu hơn kiểu để nghe tiếng xem thêm;135;4
nghe êm và rất thích dải tần số nghe được rộng kiểu dáng và màu cũng rất đẹp nữa đúng y như quảng cáo lại còn đi kèm cả túi đựng tai nghe thỉnh thoảng nút điều chỉnh hơi có vấn đề phải ấn vài lần mới được còn lại thì không vấn đề gì tóm lại là sản phẩm khá đáng tiền giờ chỉ mong nó bền lâu được đúng như trong lời mô tả sản phẩm thôi 🤧;80;4
cảm nhận âm thanh chưa tốt như mong đợi giao hàng nhanh đúng như hình mẫu mã đẹp chính hãng;20;4
sản phẩm tai nghe này nghe rất đã lúc sử dụng là không còn nghe âm thanh ồn ào nào ở ngoài cả sẽ rất nguy hiểm nếu mà đang lái xe còn lúc ở nhà thư giãn thì quá chuẩn luôn nhà sản xuất còn tặng thêm cái túi đựng tai nghe nữa tuy nhiên lúc đeo lâu thì cũng hơi đau tai một chút xíu nhưng mà chấp nhận được tiki giao sản phẩm nguyên seal có tem và được tặng quà đi kèm từ tiki nữa nói chung là trải nghiệm tuyệt vời;97;4
chất lượng tai nghe tốt tuy nhiên mình đã tích vào xuất hóa đơn nhưng chưa thấy shop liên hệ sớm để xuất hóa đơn cũng không có thông tin liên hệ với shop trên trang web shop vui lòng liên hệ lại để xuất hóa đơn cho khách hàng nhé ạ chờ phản hồi sớm từ shop thanks shop;60;4
tai nghe bass khá hay hàng cũng đẹp nhưng phải đút hơi sâu thì mới cảm nhận được bass lỏng là khó thấy bass nếu giá rẻ hơn chút thì cũng nhiều người có thể mua dùng trải nghiệm cám ơn shop;42;4
tai nghe nghe lâu hơi đau tay bass chắt mid tương đối nhưng không sáng lắm đã burn in nhưng treble chưa ngon treble thua tai iphone bạn nào thích bass có thể chọn em này giao hành nhanh đóng gói đẹp tuy nhiên cục xốp nhìn như bị cá rô rỉa;52;4
nhưng cảm giác chống ồn không tốt lắm mình nhớ con xb50ap chống tốt lắm mà con này không hiểu sao mình cảm giác chống ồn không tốt bằng;29;4
tai nghe hay nhưng dây hơi yếu đuối tai nghe hay nhưng dây hơi yếu đuối tai nghe hay nhưng dây hơi yếu đuối tai nghe hay nhưng dây hơi yếu đuối tai nghe hay nhưng dây hơi yếu đuối tai nghe hay nhưng dây hơi yếu đuối tai nghe hay nhưng dây hơi yếu đuối tai nghe hay nhưng dây hơi yếu đuối;64;4
mình mới nhận được hàng nghệ thử thì nhận thấy : chất lượng âm thanh tốt bass tốt trong tầm giá dây chống rối rất tốt có điều không biết có bạn nào như mình không cầm chân cắm và cầm phần nhựa quanh chân cắm mình thấy quay được một chút lỏng lẻo không biết là do kết cấu tai nghe hay bị lỗi vậy;66;4
trước giờ luôn sử dụng tai nghe sony nên tin tưởng mua tai nghe này để trải nghiệm + ưu điểm : chất âm tốt bass ổn nói chống ồn thì hơi quá chỉ là hạn chế tiếng ồn từ môi trường bên ngoài tạm ổn + nhược điểm : đeo khá đau tai dù đã thay nút cao su nhỏ nhất trước mình có dùng tai nghe sony mdrex155ap thì cho cảm giác đeo dễ chịu hơn nếu bạn nào không quá quan trọng về chất lượng âm thanh thì nên dùng sony mdrex155ap hơn có một điểm hơi tiếc mình thấy tai nghe sony thường rất hay lỏng jack cắm mà không biết thay thế ra xem thêm;124;4
màu xanh dương sang chảnh lắm mình đã mua lần thứ 2 sản phẩm này lần trước do mình ẩu đã làm đứt phần dây tuy nhiên lần 2 này sản phẩm không bằng lần 1 vì dây dễ rối hơn không chống rối tốt như lần trước còn về âm thanh thì vẫn perfect nha mọi người;58;4
mới đầu đeo vào khá đau tai đeo 1h là đau dần sau mới quen về âm thanh thì khá ổn không sành nhạc lắm nhưng bass ấm :3 tui cho 4 5 sao;34;4
sản phẩm đẹp đeo vào tai cho người có cỡ tai lớn sẽ không đau nhưng các bạn có size nhỏ sẽ cảm thấy nặng chỉ có một chuyện làm mình không hài lòng là phiếu bảo hành đã từ tháng 7 chắc dịp đó có khuyến mãi nên hàng được gôm về;53;4
đã nhận được tai nghe và quà tặng của sony ưu điểm : tai nghe chất lượng nghe đa dạng thể loại nhạc mạnh mẽ trong nhạc trẻ hơn do có bass booster màu sắc kiểu dáng tai nghe đẹp có thêm túi nhỏ đựng tai nghe quà tặng là ba lô đeo chéo cũng chất lượng đựng đồ tập thể thao rất phù hợp nhược điểm : bass mạnh quá nghe các bản nhạc nhẹ hay bolero không hợp lắm nút bấm trên tai nghe có lẽ là điểm thất vọng nhất khá ọp ẹp và nhỏ nếu tay ướt có thể gây loạn cám ơn;109;4
tai nghe tốt nghe bass đã tai phù hợp với tầm tiền mình thấy loại này dùng còn giảm được ít tiếng ồn bên ngoài tiki đóng gói cẩn thận giao hàng nhanh;33;4
màu sắc đẹp tai đeo thoải mái trong thời gian dài chất âm thiên về bass tuy nhiên bass chưa đủ sâu như mong đợi nên burnin nghe sẽ dễ chịu hơn chất lượng hợp với giá tiền sản phẩm được tặng kèm túi extra bass thanks;56;4
ở mức âm lượng vừa phải hoặc lớn nghe hay bass rất ok tuy nhiên ở âm lượng nhỏ nghe bị rè và nhiễu mức âm lượng của tai nghe này lớn hơn các loại khác cách âm tốt khi đeo tai nghe mà chạm vào dây thì nghe lộp cộp dễ nhức đầu;54;4
lần đầu tiên đầu tư khá nhiều tiền vậy cho 1 cái tai nghe lúc mua hàng không để ý nếu màu đen thì tiết kiệm được chút mình đặt màu trắng đắt nhất mới ghê chất lượng thì miễn bàn quá tuyệt vời bass cách âm cực kì tốt điểm trừ là hình thức màu sắc không đẹp lắm màu trắng mà cứ như màu xám trắng tiki giao hàng rất nhanh chỉ 2 ngày ở đà nẵng đã nhận được hàng;83;4
khá ok trong tầm giá bass hơi nhiều ai nghe nhạc vàng pop không nên mua trừ khi biết burnin còn mua về dùng liền chỉ để nghe edm;29;4
tai nghe sử dụng tốt và không có vấn đề gì nhưng mình rất bực mình khi các bạn tự ý giao khác màu mình đặt và đây không phải là lần đầu tiên mình mua hàng trên tiki bị như vậy;42;4
giao hàng quá lâu cả tháng tai nghe siêu pass ai thích nghe pass thì mua nhé âm thanh rõ nét bao phê;23;4
đóng gói cẩn thận chu đáo hàng đẹp riêng chỉ có giao hàng chậm là em chưa ưng thôi còn lại là ổn rồi;24;4
nhiều bass quá nên làm cho âm thanh mất tự nhiên sản phẩm ghi xtra bass rồi nhưng cũng không nghĩ nhiều bass thế chắc không quen;27;4
nên bỏ thêm tiền mua tai nghe mức giá cao hơn tai nghe này bị vênh bas do đẩy bass lên cao lấn sang dải âm khác treble hơi ngang hình thức ổn tai nghe nhận được mới hộp không bị méo;42;4
âm thanh thì khá ổn tổng quan thì chỉ ngang earpod của apple mình dùng iphone có lẽ tương thích tốt với tai tai cổng lightning nên không cắm thiết bị để so sánh được quyết định mua tai này chỉ vì nó chống ồn tốt hơn earpod gia công khá tệ nhìn hoàn thiện không được đẹp mấy cùng tầm tiền có nhiều tai hoàn thiện tốt hơn nhiều nhưng có lẽ là nó không hay được bằng tai này;84;4
tai nghe nghe ổn bass tốt tuy nhiên phần nhét tai hơi dài khi đội mũ bị vướng khó chịu tai đặc biệt tai nghe không tương thích với mi a1 cắm vô nghe rè rè kiểu như nhiễu sóng cắm qua điện thoại khác hay laptop đều bình thường;51;4
hàng xài được vài tháng bị tróc phần chữ sony chất âm thì mình thấy vượt trội không nhiều so với con xiaomi cũ của mình chắc do mình hi vọng nhiều quá;34;4
hàng chính hãng có phiếu bảo hành giao hàng khá nhanh chất lượng âm thanh thì tốt trong khoảng thời gian đầu sử dụng;24;4
tiếng nhạc cung đàn sao lưu luyến sáo tiêu tha thướt quyện trời thơ bên trong ai đó thẫn thờ long lanh ánh mắt niềm mơ ngút ngàn điệu âm hưởng mênh mang nỗi nhớ như người thương còn ở quanh đây;42;4
bảo hành 12 tháng từ ngày mua nhưng không quá 18 tháng từ ngày xuất kho nên ok chất lượng thì cần trải nghiệm thêm;33;4
cảm ơn tiki giao hàng rất nhanh và đóng gói cẩn thận ngủ một đêm tới sáng là nhận được hàng về sản phẩm này nghiêng về bass hơi nhiều nhưng không đến nỗi có dịp sẽ ủng hộ shop lần sau thanks tiki;44;4
nhu cầu của mình chủ yếu nghe nhạc edm pop và r&b vì thế tai nghe mdr-xb55ap dòng extrabass chỉ thích hợp với edm còn để nghe pop và r&b thì bass hơi lố nói chung là chất lượng sản phẩm tốt;42;4
đã mua 1 lần vì quá ngon nên mình mua lần nữa âm thanh rõ ràng hơn hẳn hàng chợ điểm trừ đối với mình là dây không dẹt lắm vẫn còn rối ít nhiều;35;4
nếu cùng tầm giá thì hàng của senheiser hoặc akg cho chất lượng âm thanh tinh tế hơn con này bass cũng không hay tiếng bệt âm cao cũng không leng keng mà chói tai nói chung không gian nghe nhạc không được tách bạch các loại nhạc cụ lẫn vocal bị dính vào nhau nhận xét của một người nghe nhạc nghiệp dư còn lại tùy các bạn;69;4
tai nghe thuộc dòng extra bass của sony và đúng với tên của nó rất nhiều bass đóng hộp ok chất lượng hoàn thiện tốt nhược : chất âm nhìn chung thiên hướng tối ấm dải mid chìm nhẹ không thích hợp với những bạn thích nghe vocal treble tạm chấp nhận nhưng chưa đủ phê với mình ưu : bass có lực 1 chút sâu đánh khá tới nghe edm quá ok tai nghe mình đánh giá rất tốt trong tầm giá;89;4
âm thanh tạm được nhưng có cảm giác âm bass không được chắc lắm nếu vừa nằm vừa đeo thì có vẻ hơi dễ rớt + hơi đau tai nếu đeo lâu;32;4
âm nghe hay đầy nhưng thời gian đầu đeo khá đau tai và nút bấm trên dây có vẻ không nhạy lắm;22;4
lựa chọn sản phầm về âm thanh thì mình thường ưu tiên sony giá cả hợp lý và chất lượng khá tốt dĩ nhiên là tuỳ theo ngân sách tai nghe này sẽ 1 lựa chọn hay về : âm màu và chất;41;4
hài lòng về âm thanh tuy nhiên tai bé nên khi thút vào lâu sẽ đau tai;17;4
tai nghe này nghe nhạc điện tử edm nhạc trẻ thì ok chứ nghe nhạc nhẹ thiên về giọng ca hoặc các bản nhạc phối nhiều loại nhạc cụ truyền thống thì không được hay cho lắm;37;4
tai nghe extrabass thì bass có lực là chắc chắn rồi ít bị bleed như mấy dòng giá rẻ khác âm mid với treble thì nghe tách bạch ổn thôi;30;4
củ tai nghe to tùy vào loại tai bạn mà khi đeo có thể bị cấn gây đau khi đeo lâu mình dã mua và phải cho đi vì đeo vào đau tai tốt nhất là tai nghe thì bạn nên đi mua thử trực tiếp nhưng sony thì nghe rất tuyệt vời nghay hay quên sầu nếu chịu được đau :(;62;4
tiki giao hàng rất nhanh sản phẩm nguyên tem mới 100% rất tốt về sản phẩm : chất lượng gia công ở mức khá không như mình mong đợi hoặc là do mình khó tính quá đeo đau tai dù không đeo lâu đổi miếng đệm size nhỏ hơn thì đỡ đau nhưng không được kín tai nói chung không hài lòng chỗ này âm thanh khá ổn bass biếc ô kê 5 sao cho tiki và 3 sao cho sony;80;4
sản phẩm chính hãng do tai nghe mới nên lúc mới nghe có cảm giác bị ồn bị trói bass thì chất khỏi bàn cần thời gian để burn in;30;4
chất âm nghe nhạc pop khá tốt cách âm ổn nhưng lại không có tăng giảm âm lượng;18;4
